Precio Unitario,Cantidad en Inventario,Velocidad de Rotación,Volumen (m³),Costo de Almacenamiento,peso
968.51,37,6.4,9.09,336.33,13.17
193.67,342,23.9,8.09,2766.78,14.68
869.94,327,38.2,8.95,2926.65,7.93
778.83,407,13.0,0.13,52.91,12.55
773.21,425,24.1,9.66,4105.5,6.7
846.34,232,49.6,4.74,1099.68,6.62
763.41,93,34.4,7.98,742.14,4.17
629.96,336,42.1,1.28,430.08,12.36
139.93,102,20.8,3.97,404.94,14.79
42.2,412,38.4,2.72,1120.64,4.22
921.64,432,2.1,2.92,1261.44,1.31
620.48,166,6.2,1.24,205.84,12.33
798.57,159,10.2,8.06,1281.54,9.49
486.71,14,20.2,0.1,1.4,14.42
126.14,373,42.3,3.13,1167.49,4.16
133.93,225,17.4,1.75,393.75,1.53
688.71,73,32.8,5.89,429.97,7.64
436.0,249,35.5,2.55,634.95,1.74
208.52,91,29.4,2.6,236.6,4.3
496.68,216,17.9,4.89,1056.24,2.33
73.57,461,28.9,6.53,3010.33,3.75
586.15,90,17.2,1.22,109.8,2.04
276.3,29,4.3,1.76,51.04,14.33
799.58,435,49.6,2.48,1078.8,4.54
317.26,305,6.4,9.74,2970.7,6.94
460.67,427,3.7,3.98,1699.46,13.53
21.5,476,43.9,5.99,2851.24,10.32
81.72,220,15.2,2.42,532.4,9.46
398.57,328,32.5,4.91,1610.48,10.73
485.14,215,16.5,0.75,161.25,12.52
604.02,221,19.6,0.36,79.56,13.23
298.75,389,13.2,4.69,1824.41,9.82
698.03,42,17.2,3.99,167.58,13.41
861.52,135,20.6,1.38,186.3,8.26
782.05,42,36.0,6.88,288.96,4.52
49.22,164,25.6,9.93,1628.52,13.26
485.7,361,47.2,3.96,1429.56,8.35
113.88,283,2.2,6.25,1768.75,13.64
249.62,58,25.2,9.63,558.54,1.08
986.8,302,29.3,8.32,2512.64,6.26
151.07,322,46.0,4.64,1494.08,14.24
503.9,25,2.6,7.38,184.5,4.12
621.97,73,28.7,1.29,94.17,14.15
705.44,373,42.7,5.13,1913.49,14.33
564.05,411,12.2,2.8,1150.8,13.29
19.67,129,43.8,1.62,208.98,8.67
333.2,87,1.1,4.27,371.49,9.88
522.53,330,36.6,1.32,435.6,13.11
96.99,426,46.7,6.99,2977.74,11.75
357.12,436,32.9,4.57,1992.52,9.64
42.87,153,22.0,5.32,813.96,14.74
87.79,182,2.3,1.47,267.54,10.44
402.95,125,46.0,1.41,176.25,14.64
141.39,67,23.6,5.84,391.28,1.33
571.87,6,1.5,9.85,59.1,2.51
692.57,125,34.5,0.97,121.25,7.05
802.58,314,24.1,2.86,898.04,6.08
208.15,326,6.3,8.7,2836.2,11.85
175.81,53,10.8,0.73,38.69,2.83
113.52,66,3.3,8.76,578.16,14.65
640.07,314,28.8,5.25,1648.5,5.07
709.41,82,31.1,4.09,335.38,6.72
41.27,87,25.3,3.1,269.7,4.48
936.85,2,40.9,2.98,5.96,8.9
61.45,204,43.1,3.06,624.24,1.35
545.88,150,30.8,8.85,1327.5,2.67
711.97,293,0.7,7.24,2121.32,11.31
872.26,404,34.8,6.7,2706.8,3.2
716.95,103,21.0,7.99,822.97,3.91
803.71,24,28.3,2.58,61.92,12.0
346.06,368,32.5,6.18,2274.24,1.85
816.68,212,17.6,4.61,977.32,6.84
89.31,65,45.9,7.83,508.95,0.83
895.87,449,6.8,3.1,1391.9,5.53
552.12,209,33.6,6.44,1345.96,10.64
819.12,251,0.3,8.82,2213.82,1.81
457.8,385,46.2,4.03,1551.55,13.38
647.14,117,5.7,0.68,79.56,13.69
531.14,116,4.8,5.17,599.72,2.02
734.27,237,16.7,3.47,822.39,14.87
90.81,478,18.7,6.73,3216.94,4.81
69.75,105,10.8,9.51,998.55,1.72
254.63,495,29.3,4.86,2405.7,0.57
167.95,259,22.2,4.67,1209.53,6.42
873.07,46,1.8,6.55,301.3,9.63
227.02,311,16.1,1.04,323.44,5.32
976.11,331,40.5,2.54,840.74,12.63
343.53,216,34.5,9.19,1985.04,10.89
190.3,470,36.3,6.7,3149.0,5.58
791.8,448,34.9,0.14,62.72,11.15
662.12,492,15.6,2.05,1008.6,14.14
503.21,301,5.1,6.83,2055.83,1.85
559.81,410,13.7,7.65,3136.5,4.94
722.01,333,41.6,8.4,2797.2,7.22
236.17,449,49.0,2.93,1315.57,7.72
996.37,24,24.7,9.31,223.44,8.36
975.05,458,0.6,5.53,2532.74,4.86
653.82,35,7.1,6.97,243.95,10.18
207.55,24,16.2,5.97,143.28,9.85
683.43,28,29.0,1.24,34.72,8.88
81.48,484,3.8,9.63,4660.92,2.15
40.35,464,47.2,1.24,575.36,7.42
265.11,488,18.3,2.56,1249.28,5.67
468.0,16,45.6,8.14,130.24,7.62
869.59,59,39.0,6.19,365.21,13.87
729.9,465,37.8,8.38,3896.7,7.47
745.28,243,30.4,5.16,1253.88,0.7
431.24,438,31.4,3.78,1655.64,6.86
352.48,207,31.9,9.22,1908.54,12.4
377.33,400,31.5,0.37,148.0,11.81
987.77,271,27.7,8.56,2319.76,7.94
49.71,249,49.3,2.32,577.68,4.12
868.36,482,36.6,8.49,4092.18,7.24
582.89,267,38.9,1.4,373.8,8.67
444.23,193,43.6,5.81,1121.33,15.0
728.01,335,10.9,8.88,2974.8,9.84
491.8,218,4.3,4.74,1033.32,10.57
874.69,115,24.2,7.47,859.05,7.63
901.69,68,25.8,8.05,547.4,5.64
427.5,299,41.5,7.37,2203.63,12.29
284.06,325,22.2,9.25,3006.25,7.68
596.43,483,28.6,4.47,2159.01,14.92
913.24,397,26.4,1.74,690.78,7.13
218.56,394,2.0,0.49,193.06,1.49
626.74,75,30.8,2.47,185.25,10.4
635.24,466,41.4,1.44,671.04,1.18
735.78,482,8.0,5.58,2689.56,4.13
140.25,103,29.8,1.86,191.58,5.63
718.67,297,29.7,0.4,118.8,11.22
909.94,490,8.3,0.37,181.3,7.67
187.89,178,6.3,8.32,1480.96,0.92
245.17,215,49.0,5.92,1272.8,9.44
971.68,455,19.7,3.59,1633.45,6.47
189.17,315,11.4,8.94,2816.1,13.87
855.84,39,8.6,0.71,27.69,7.74
497.36,259,33.4,9.8,2538.2,10.78
254.76,204,30.5,6.17,1258.68,3.67
872.04,7,32.2,1.84,12.88,11.53
450.85,49,4.5,6.79,332.71,10.95
519.67,26,44.7,7.64,198.64,13.61
365.64,161,19.5,4.3,692.3,0.99
597.02,357,15.7,8.62,3077.34,6.99
171.89,176,23.2,1.52,267.52,10.35
397.17,79,19.6,2.8,221.2,1.88
969.72,2,43.2,0.94,1.88,6.45
265.55,489,46.5,2.12,1036.68,14.16
660.17,383,15.2,2.39,915.37,6.82
331.94,455,43.2,9.18,4176.9,14.79
775.74,416,39.1,0.79,328.64,1.32
139.56,132,46.5,4.28,564.96,10.91
970.12,276,12.4,5.33,1471.08,8.92
459.25,498,28.9,8.99,4477.02,7.76
243.69,117,13.8,9.98,1167.66,14.58
82.76,164,41.2,7.54,1236.56,2.38
178.06,288,0.4,9.71,2796.48,13.49
524.58,28,28.3,7.87,220.36,10.52
343.63,333,17.0,9.63,3206.79,4.26
830.59,1,16.2,7.08,7.08,13.57
436.58,188,32.3,0.81,152.28,6.72
256.23,56,42.6,4.03,225.68,12.31
620.97,35,30.5,6.47,226.45,6.14
709.71,112,42.7,3.51,393.12,12.84
175.37,286,13.3,2.74,783.64,9.73
175.94,310,26.0,5.78,1791.8,2.55
46.3,36,22.6,9.34,336.24,9.92
739.04,439,0.7,0.36,158.04,3.27
667.17,217,27.9,7.69,1668.73,6.47
479.88,80,33.1,7.23,578.4,2.97
845.73,314,29.6,9.64,3026.96,0.82
807.61,83,36.8,9.31,772.73,3.57
589.5,65,28.6,7.62,495.3,8.28
869.59,325,3.4,5.21,1693.25,7.48
213.78,128,5.9,2.05,262.4,7.77
120.8,307,29.9,5.46,1676.22,4.09
277.05,22,13.8,7.66,168.52,10.43
66.52,216,4.1,8.96,1935.36,10.71
535.86,107,21.5,7.9,845.3,5.69
937.24,109,27.8,1.96,213.64,13.28
48.95,372,16.5,6.0,2232.0,9.84
130.89,357,36.0,3.33,1188.81,10.84
457.68,181,32.2,0.1,18.1,4.52
934.54,356,16.7,2.01,715.56,0.51
322.99,164,37.8,1.14,186.96,13.05
512.16,68,32.5,8.43,573.24,12.43
51.16,292,31.9,2.59,756.28,2.29
156.86,180,27.7,2.85,513.0,5.92
986.76,181,0.7,9.6,1737.6,10.09
965.47,466,34.9,3.8,1770.8,9.96
14.89,434,18.9,0.11,47.74,12.98
952.29,464,47.1,2.85,1322.4,2.53
642.73,169,40.9,1.2,202.8,6.73
869.24,402,29.4,1.04,418.08,1.91
460.19,22,12.7,0.78,17.16,6.15
520.44,66,10.3,5.94,392.04,0.72
493.96,21,17.1,1.9,39.9,13.52
670.2,100,23.9,3.62,362.0,8.14
148.25,384,14.9,8.62,3310.08,12.82
39.67,300,25.8,4.25,1275.0,1.37
314.85,103,8.4,9.16,943.48,3.8
707.63,47,48.9,4.98,234.06,4.26
209.83,39,5.5,3.99,155.61,6.11
676.7,285,46.6,7.51,2140.35,12.14
970.21,310,45.7,0.74,229.4,6.11
102.96,90,26.3,0.9,81.0,3.47
675.88,85,36.3,6.52,554.2,1.44
449.31,273,21.9,4.87,1329.51,1.65
869.46,336,31.5,7.91,2657.76,11.52
185.38,188,17.1,9.16,1722.08,6.95
695.7,159,15.1,3.89,618.51,11.03
839.73,243,29.0,5.97,1450.71,10.39
945.17,73,25.0,5.01,365.73,2.46
686.42,479,29.0,9.82,4703.78,2.57
502.2,462,14.4,8.31,3839.22,11.45
621.67,49,18.4,9.12,446.88,10.96
870.22,101,4.3,2.55,257.55,5.98
574.9,2,2.7,7.73,15.46,1.62
40.08,244,12.7,2.66,649.04,0.68
931.64,176,3.8,2.1,369.6,4.68
692.63,238,5.3,9.44,2246.72,0.63
679.75,398,40.7,0.2,79.6,3.84
223.52,59,2.0,9.65,569.35,6.58
662.3,353,33.0,1.5,529.5,2.26
399.93,99,13.7,8.2,811.8,2.01
654.72,442,43.6,2.77,1224.34,13.5
115.53,359,24.3,3.51,1260.09,8.99
661.27,442,15.3,2.18,963.56,14.05
999.42,495,25.9,5.86,2900.7,5.51
57.73,435,19.2,3.49,1518.15,10.32
977.4,468,28.3,6.58,3079.44,3.47
412.84,2,5.8,0.17,0.34,9.47
872.05,243,49.8,0.65,157.95,2.38
784.56,297,21.3,1.01,299.97,0.53
571.35,211,17.5,4.2,886.2,14.01
741.06,123,35.5,8.15,1002.45,8.55
879.73,229,18.3,8.88,2033.52,13.94
410.1,82,41.7,2.46,201.72,5.34
333.76,144,22.8,5.75,828.0,5.25
670.92,388,36.0,7.69,2983.72,6.31
809.77,140,5.5,2.9,406.0,10.74
764.66,29,42.3,4.1,118.9,8.7
799.84,391,36.8,5.24,2048.84,13.92
441.23,270,10.7,1.36,367.2,0.87
819.66,247,7.3,0.27,66.69,10.77
129.01,12,15.9,1.54,18.48,5.29
549.04,355,48.8,6.27,2225.85,3.11
15.7,389,12.9,0.75,291.75,7.9
331.34,337,22.9,1.91,643.67,7.82
372.8,106,1.6,3.39,359.34,2.49
402.21,32,19.9,0.79,25.28,3.43
698.51,74,28.6,1.93,142.82,6.42
394.67,171,47.7,9.11,1557.81,6.43
454.21,337,25.9,0.2,67.4,5.1
245.17,69,41.0,6.54,451.26,2.65
379.52,301,27.4,3.85,1158.85,0.56
235.0,362,2.1,6.73,2436.26,14.57
82.46,137,15.8,5.89,806.93,14.18
607.41,433,28.8,2.24,969.92,7.51
671.53,417,47.5,8.47,3531.99,14.93
623.3,484,43.0,4.92,2381.28,10.27
468.86,100,11.5,8.23,823.0,1.5
385.99,146,11.1,4.07,594.22,2.21
864.7,9,10.1,9.85,88.65,13.78
523.89,62,46.1,7.71,478.02,9.64
484.39,185,42.6,9.66,1787.1,12.73
35.39,29,38.8,5.15,149.35,13.52
347.84,381,19.7,4.74,1805.94,7.0
386.39,114,25.3,7.56,861.84,1.2
404.83,462,23.3,8.8,4065.6,3.23
584.37,409,12.7,9.64,3942.76,1.47
538.27,143,25.3,3.25,464.75,3.24
611.83,390,1.6,7.99,3116.1,6.45
767.23,120,6.7,2.11,253.2,2.21
814.86,170,44.3,5.46,928.2,2.92
720.94,157,37.6,1.81,284.17,6.96
955.97,335,21.2,3.48,1165.8,5.43
28.05,349,25.9,9.31,3249.19,7.28
203.82,260,18.6,1.47,382.2,6.72
17.49,82,37.1,6.33,519.06,9.84
651.0,242,39.2,5.93,1435.06,14.09
899.05,441,38.2,1.22,538.02,2.06
251.05,433,36.2,3.27,1415.91,1.94
927.76,172,10.3,5.63,968.36,12.87
69.66,231,17.0,1.88,434.28,7.84
935.09,208,23.5,8.01,1666.08,11.61
358.11,75,16.6,9.72,729.0,3.62
110.41,270,37.8,2.16,583.2,12.52
491.01,387,16.5,1.88,727.56,13.9
264.21,499,7.0,4.55,2270.45,9.71
292.02,114,20.0,7.48,852.72,2.04
314.22,62,49.0,2.82,174.84,13.48
805.0,362,11.4,0.21,76.02,11.99
543.77,320,30.6,5.42,1734.4,11.39
318.19,102,21.7,9.57,976.14,1.03
614.23,429,3.6,3.92,1681.68,12.08
718.99,362,24.4,4.21,1524.02,2.5
279.9,210,35.1,9.69,2034.9,3.72
419.41,442,25.7,6.95,3071.9,8.87
130.67,255,43.6,7.19,1833.45,4.34
189.34,20,14.5,5.63,112.6,10.09
684.31,58,4.4,9.75,565.5,9.32
189.62,112,46.8,6.89,771.68,2.07
529.91,473,19.0,8.95,4233.35,10.01
711.96,313,28.9,7.0,2191.0,13.9
115.81,486,39.6,7.35,3572.1,2.84
571.64,461,16.3,2.91,1341.51,9.16
264.0,196,35.8,3.04,595.84,5.46
963.3,375,6.9,7.83,2936.25,7.16
488.71,462,14.6,2.97,1372.14,4.66
807.93,353,7.3,5.63,1987.39,5.63
554.72,92,40.6,2.5,230.0,0.92
52.98,52,11.2,8.17,424.84,14.73
636.82,293,35.9,1.11,325.23,9.56
951.89,8,47.2,8.3,66.4,7.76
605.6,300,26.4,6.03,1809.0,6.06
821.0,98,27.0,1.88,184.24,8.32
885.36,236,23.1,5.42,1279.12,6.01
235.8,389,16.4,2.83,1100.87,5.72
219.92,374,23.8,3.24,1211.76,7.23
614.87,69,30.2,3.52,242.88,4.5
416.92,415,49.3,0.64,265.6,3.11
841.46,45,46.9,9.86,443.7,8.57
901.02,137,43.1,0.33,45.21,12.72
359.89,234,44.5,6.63,1551.42,2.72
244.5,32,23.4,3.72,119.04,0.97
782.72,289,32.9,6.46,1866.94,4.08
282.06,126,44.8,3.57,449.82,14.71
824.39,67,19.7,6.74,451.58,12.52
429.5,30,48.1,7.3,219.0,9.14
670.87,114,20.8,6.91,787.74,13.97
104.58,204,30.1,1.15,234.6,6.96
627.62,29,35.5,6.57,190.53,14.76
457.25,131,47.5,2.81,368.11,4.8
590.74,474,12.3,0.3,142.2,3.98
176.33,185,37.3,4.15,767.75,9.75
739.51,253,26.1,4.34,1098.02,5.98
864.17,286,13.5,4.68,1338.48,9.58
224.57,393,38.9,7.05,2770.65,4.92
104.76,410,27.7,3.1,1271.0,9.46
33.4,386,33.1,3.16,1219.76,4.5
645.55,62,16.2,0.61,37.82,1.24
611.02,3,24.1,6.87,20.61,13.73
551.23,430,30.9,5.68,2442.4,13.31
239.63,68,20.3,3.5,238.0,14.58
397.0,25,10.0,7.05,176.25,10.89
598.53,179,48.1,5.38,963.02,10.4
501.8,141,25.6,4.7,662.7,8.61
987.91,231,36.7,5.12,1182.72,2.33
145.08,300,20.6,6.37,1911.0,3.24
698.19,163,17.8,6.6,1075.8,4.7
410.28,311,20.4,2.9,901.9,13.41
433.92,471,20.5,1.42,668.82,3.01
720.42,393,27.3,1.57,617.01,13.88
695.51,130,27.2,6.4,832.0,8.08
991.34,445,24.9,8.73,3884.85,10.88
137.11,246,6.8,4.1,1008.6,2.1
113.07,297,24.9,1.7,504.9,4.4
727.1,172,8.5,7.57,1302.04,14.4
582.6,64,6.4,8.33,533.12,4.36
281.42,31,46.6,8.81,273.11,4.8
88.63,492,30.3,6.07,2986.44,3.37
94.8,47,33.0,8.61,404.67,2.37
895.25,130,20.1,0.16,20.8,3.88
199.95,352,45.5,1.08,380.16,9.81
330.14,466,31.9,0.93,433.38,7.1
234.39,333,38.5,7.13,2374.29,8.53
361.45,110,18.5,0.71,78.1,2.27
78.73,69,48.0,4.97,342.93,12.13
523.87,58,41.0,4.73,274.34,11.87
76.94,106,42.7,3.11,329.66,0.81
802.35,300,8.7,8.71,2613.0,6.06
241.37,330,13.6,1.71,564.3,1.5
544.61,256,14.4,3.53,903.68,11.99
881.28,312,13.6,7.74,2414.88,11.19
654.37,171,42.8,0.31,53.01,13.58
537.63,383,1.7,6.73,2577.59,3.93
331.09,473,3.9,8.17,3864.41,7.12
339.67,162,13.8,9.32,1509.84,3.18
672.79,485,10.1,8.76,4248.6,5.88
994.2,286,11.7,3.2,915.2,8.07
665.22,71,39.9,5.87,416.77,1.27
562.21,255,28.2,0.78,198.9,10.87
733.34,454,0.4,2.59,1175.86,8.38
470.55,374,21.5,0.95,355.3,12.52
69.54,55,20.5,3.16,173.8,4.44
566.67,323,5.8,8.75,2826.25,13.6
958.05,397,33.8,3.48,1381.56,14.98
183.55,3,35.1,5.62,16.86,13.83
693.1,26,36.1,4.34,112.84,11.78
208.92,313,36.5,4.59,1436.67,12.28
540.47,126,0.1,9.7,1222.2,8.82
105.71,408,47.7,2.97,1211.76,3.26
455.87,53,40.7,6.28,332.84,10.32
758.6,198,45.2,4.21,833.58,10.83
354.1,299,0.9,0.62,185.38,14.79
668.26,188,46.7,4.9,921.2,8.35
797.5,186,40.5,8.14,1514.04,4.43
927.91,305,41.9,1.0,305.0,10.41
242.3,298,4.8,0.71,211.58,14.7
405.32,204,37.0,1.54,314.16,3.07
160.89,497,48.0,7.65,3802.05,5.23
992.56,484,34.0,7.24,3504.16,8.36
927.73,450,28.6,5.65,2542.5,2.97
544.56,11,47.3,4.69,51.59,0.82
843.61,359,22.2,8.88,3187.92,5.39
525.75,354,30.0,7.67,2715.18,13.05
627.35,474,23.9,8.12,3848.88,1.13
98.23,146,46.6,8.13,1186.98,6.72
757.72,85,3.9,6.43,546.55,11.55
136.44,100,25.1,4.59,459.0,14.32
827.81,104,34.4,8.65,899.6,14.79
784.21,436,39.6,9.26,4037.36,6.62
711.66,46,29.2,0.25,11.5,14.28
45.8,44,45.5,0.53,23.32,1.01
310.1,278,47.1,9.59,2666.02,11.32
270.48,181,3.3,2.78,503.18,9.82
366.54,187,20.2,8.73,1632.51,4.12
96.77,478,1.3,3.89,1859.42,7.86
937.59,114,16.5,1.2,136.8,2.38
558.26,491,26.9,0.81,397.71,13.14
312.47,255,45.5,1.57,400.35,5.69
403.01,381,42.3,2.51,956.31,9.58
452.73,380,6.5,4.89,1858.2,2.8
604.59,30,4.7,7.02,210.6,3.49
520.52,264,29.5,9.86,2603.04,14.88
920.2,98,26.7,4.42,433.16,11.42
501.99,313,13.4,5.19,1624.47,14.45
992.24,367,45.0,5.22,1915.74,4.79
852.91,329,46.4,5.4,1776.6,2.89
216.43,115,20.2,5.18,595.7,7.79
931.29,276,44.5,0.1,27.6,7.67
125.2,488,19.3,0.03,14.64,3.04
819.28,281,36.9,0.99,278.19,11.13
386.82,275,23.8,1.02,280.5,5.75
879.19,261,6.2,7.05,1840.05,3.2
869.38,331,46.4,2.06,681.86,5.31
807.87,207,22.8,8.95,1852.65,8.67
792.13,384,36.8,9.29,3567.36,11.03
311.63,328,18.4,9.76,3201.28,7.49
90.11,211,1.0,9.39,1981.29,8.12
408.95,215,5.1,2.73,586.95,2.51
181.79,411,24.9,5.1,2096.1,13.76
698.0,40,34.5,1.76,70.4,13.97
352.64,480,16.8,8.06,3868.8,10.41
975.85,26,34.8,8.89,231.14,0.76
644.56,27,35.0,8.51,229.77,8.29
824.26,190,35.2,4.34,824.6,9.62
141.2,83,24.7,7.59,629.97,14.92
863.39,384,45.8,0.98,376.32,14.94
923.53,434,24.5,0.41,177.94,12.94
492.19,170,22.6,7.53,1280.1,1.43
610.19,413,10.0,4.26,1759.38,14.32
767.16,167,15.5,9.96,1663.32,9.38
183.09,188,2.2,0.98,184.24,12.11
507.54,169,31.7,8.56,1446.64,6.4
404.68,289,12.5,4.81,1390.09,5.14
154.91,467,15.3,8.27,3862.09,7.22
373.86,229,38.6,8.17,1870.93,2.63
77.49,467,16.4,9.16,4277.72,5.68
35.55,97,12.2,2.99,290.03,12.94
143.81,367,8.5,9.5,3486.5,1.05
963.48,16,38.8,1.53,24.48,2.69
554.03,279,6.6,0.83,231.57,2.31
966.16,135,22.7,4.32,583.2,6.34
438.17,26,25.4,8.28,215.28,14.96
318.7,352,34.4,4.74,1668.48,3.01
511.08,12,31.7,8.29,99.48,2.61
445.12,72,40.6,7.3,525.6,13.77
114.61,133,2.3,2.1,279.3,13.29
644.42,106,14.9,9.49,1005.94,0.97
223.88,220,14.1,0.62,136.4,11.4
623.39,373,7.4,8.98,3349.54,10.0
653.7,453,14.5,3.05,1381.65,11.63
160.5,177,15.6,5.01,886.77,7.67
70.74,282,26.1,4.23,1192.86,14.87
782.95,133,33.2,1.73,230.09,1.14
465.2,22,19.1,3.59,78.98,3.9
67.58,463,36.0,1.94,898.22,6.25
994.92,269,16.9,2.05,551.45,7.02
67.2,412,14.6,1.88,774.56,13.86
698.08,161,27.1,4.9,788.9,8.62
983.84,107,1.3,7.98,853.86,1.15
246.79,279,4.1,5.69,1587.51,6.41
150.83,353,21.0,8.93,3152.29,6.54
130.17,235,47.2,6.37,1496.95,14.5
310.24,18,36.1,6.9,124.2,9.19
110.04,242,4.5,6.68,1616.56,9.72
695.24,117,42.3,4.5,526.5,10.84
71.67,286,36.6,6.9,1973.4,11.67
514.33,282,30.6,0.71,200.22,9.71
996.73,144,41.0,8.6,1238.4,3.94
815.83,205,20.3,7.78,1594.9,13.17
619.07,39,11.2,2.46,95.94,11.12
313.19,417,25.6,7.68,3202.56,11.26
627.66,154,27.5,0.14,21.56,14.95
531.77,176,27.0,2.18,383.68,12.14
431.82,449,28.3,0.66,296.34,12.52
139.4,241,47.4,7.8,1879.8,14.3
887.74,422,45.1,7.56,3190.32,2.69
455.29,386,43.8,8.14,3142.04,7.72
202.68,369,40.1,0.05,18.45,8.92
374.08,134,47.2,5.02,672.68,5.27
419.99,46,5.0,7.05,324.3,12.67
829.26,50,13.3,1.56,78.0,11.56
736.28,166,24.8,6.5,1079.0,10.95
771.61,106,42.3,0.85,90.1,14.96
20.92,216,25.3,1.82,393.12,4.26
421.99,146,37.4,4.76,694.96,11.16
486.53,411,7.0,6.54,2687.94,8.5
29.0,425,12.7,1.47,624.75,5.04
267.22,72,36.6,1.86,133.92,2.83
762.69,476,8.3,2.05,975.8,13.49
145.74,330,17.6,2.39,788.7,9.13
539.96,273,13.3,2.27,619.71,12.46
223.05,247,17.6,3.96,978.12,8.41
22.0,446,35.4,6.54,2916.84,3.69
248.79,413,18.5,4.39,1813.07,5.39
976.12,186,27.8,7.76,1443.36,6.03
803.52,70,5.1,7.2,504.0,14.61
959.98,462,40.3,1.27,586.74,0.58
492.98,150,18.6,0.5,75.0,14.79
118.64,246,32.5,8.78,2159.88,14.72
552.48,262,36.3,0.81,212.22,14.94
459.83,26,10.6,1.49,38.74,7.41
845.91,423,44.2,0.23,97.29,14.48
107.1,140,30.8,6.29,880.6,6.24
493.36,99,21.5,5.83,577.17,0.88
158.55,398,9.2,9.87,3928.26,3.75
331.43,278,47.1,8.87,2465.86,14.21
739.98,51,37.8,4.11,209.61,0.7
481.26,151,10.5,3.72,561.72,8.42
382.13,432,17.0,2.98,1287.36,1.6
400.53,455,40.5,1.53,696.15,4.65
464.85,104,34.8,1.39,144.56,1.78
787.17,434,38.3,1.33,577.22,12.96
893.16,89,22.1,1.15,102.35,9.07
955.78,141,35.9,2.41,339.81,13.58
789.03,213,19.4,3.07,653.91,10.48
322.25,233,10.6,9.62,2241.46,14.58
691.25,394,31.7,5.79,2281.26,7.89
443.23,183,48.8,9.88,1808.04,9.76
262.12,251,15.6,3.73,936.23,8.86
842.46,9,23.1,4.58,41.22,7.52
48.04,79,33.7,3.25,256.75,12.77
902.74,52,27.1,1.84,95.68,9.85
466.86,386,42.2,1.44,555.84,12.12
640.83,409,38.1,9.45,3865.05,11.9
662.76,269,3.0,9.87,2655.03,3.27
896.17,226,49.9,0.46,103.96,9.93
640.3,51,37.6,1.51,77.01,3.39
617.79,186,43.2,4.24,788.64,8.96
75.99,34,32.6,1.87,63.58,10.32
523.22,291,42.8,3.65,1062.15,14.96
158.67,230,5.7,1.3,299.0,0.94
740.06,131,17.5,4.57,598.67,1.82
517.1,490,43.8,2.72,1332.8,1.62
683.43,120,10.2,3.53,423.6,6.28
51.26,443,4.0,0.95,420.85,12.41
93.94,326,39.4,4.29,1398.54,12.74
719.16,247,41.8,9.83,2428.01,11.19
81.36,432,8.2,3.3,1425.6,13.5
80.54,192,42.7,8.77,1683.84,5.18
21.99,497,34.4,8.43,4189.71,1.78
956.94,403,26.1,9.52,3836.56,1.34
740.13,323,41.5,7.9,2551.7,12.86
359.72,210,21.0,6.6,1386.0,11.09
303.57,103,9.8,8.57,882.71,10.63
356.21,329,14.3,0.77,253.33,5.43
776.91,372,25.3,4.63,1722.36,6.01
664.76,460,26.6,9.89,4549.4,14.39
193.34,133,40.3,7.7,1024.1,1.43
182.37,323,39.6,9.62,3107.26,11.72
107.41,139,29.1,7.8,1084.2,4.99
663.7,121,39.1,8.75,1058.75,1.07
766.73,94,9.7,7.07,664.58,11.27
272.4,452,2.6,7.61,3439.72,5.3
30.74,453,43.7,5.24,2373.72,10.97
91.35,129,3.9,9.24,1191.96,10.76
968.18,91,12.4,8.25,750.75,8.25
302.49,92,34.8,8.44,776.48,11.77
771.53,63,20.5,6.73,423.99,8.93
628.42,29,43.8,3.05,88.45,4.66
388.12,210,15.0,0.37,77.7,11.14
213.63,12,0.7,9.36,112.32,9.04
130.17,333,15.1,5.87,1954.71,0.68
618.86,297,28.9,2.99,888.03,13.57
776.89,130,18.9,1.5,195.0,8.41
647.47,293,26.8,8.3,2431.9,13.1
535.0,173,43.8,8.37,1448.01,13.3
51.53,208,45.6,8.15,1695.2,6.95
968.8,432,13.4,6.45,2786.4,7.86
800.73,24,23.2,3.67,88.08,6.53
299.89,99,27.5,3.05,301.95,7.02
980.17,406,47.5,0.1,40.6,13.48
605.86,356,49.9,8.34,2969.04,11.93
586.6,139,11.8,0.88,122.32,2.33
750.59,314,36.4,6.31,1981.34,9.35
813.65,174,19.0,5.05,878.7,14.94
659.91,29,0.5,5.27,152.83,9.14
136.81,419,0.6,9.27,3884.13,11.9
344.88,496,23.1,0.33,163.68,11.65
928.8,143,24.5,7.74,1106.82,5.58
232.37,316,1.2,0.53,167.48,5.89
378.45,351,34.4,0.39,136.89,11.0
437.76,42,14.8,4.3,180.6,7.75
445.01,489,28.0,0.64,312.96,8.77
616.81,299,15.1,7.89,2359.11,10.84
943.65,208,8.4,5.3,1102.4,11.77
248.29,330,20.4,0.3,99.0,4.44
130.29,433,11.7,0.41,177.53,2.63
205.5,192,26.8,6.13,1176.96,4.73
888.06,160,10.0,8.06,1289.6,7.86
649.35,64,25.5,4.38,280.32,5.46
293.05,243,8.0,5.55,1348.65,8.74
817.79,258,33.6,8.0,2064.0,1.28
862.76,152,37.7,6.11,928.72,7.89
848.05,215,5.6,2.26,485.9,5.84
919.74,322,23.4,6.13,1973.86,8.25
259.72,166,3.6,6.29,1044.14,6.63
757.49,31,29.9,7.34,227.54,4.62
465.93,371,13.3,6.21,2303.91,13.61
843.58,232,26.4,9.69,2248.08,3.18
