Precio Unitario,Cantidad en Inventario,Velocidad de Rotación,Volumen (m³),Costo de Almacenamiento,peso
35.97,42,20.9,8.71,365.82,14.85
131.61,297,10.3,2.14,635.58,8.93
118.72,461,3.3,4.27,1968.47,2.08
117.93,231,2.2,9.4,2171.4,7.16
128.27,453,17.7,4.29,1943.37,11.92
116.54,378,15.7,3.59,1357.02,0.9
97.67,394,22.3,4.41,1737.54,1.32
28.37,10,15.3,5.2,52.0,1.47
14.55,358,12.7,6.32,2262.56,11.1
138.92,475,12.0,8.01,3804.75,7.77
96.33,444,0.9,4.53,2011.32,5.85
121.52,128,10.1,8.18,1047.04,2.03
77.41,179,29.3,5.34,955.86,11.12
26.42,405,26.2,3.39,1372.95,5.15
27.53,392,9.9,6.58,2579.36,4.35
105.98,193,17.7,7.18,1385.74,9.96
70.24,92,25.4,5.58,513.36,8.61
38.07,369,13.3,0.58,214.02,5.75
78.82,231,0.6,1.71,395.01,9.8
18.99,78,2.3,2.86,223.08,4.43
91.48,85,15.4,2.83,240.55,12.03
47.66,30,29.1,6.74,202.2,3.83
121.66,213,20.8,0.19,40.47,2.8
53.45,49,2.2,7.56,370.44,11.85
73.73,265,5.8,2.66,704.9,10.76
11.63,145,23.2,3.11,450.95,3.15
20.14,69,25.3,5.28,364.32,2.19
64.95,58,18.6,2.17,125.86,12.66
77.19,185,19.4,8.85,1637.25,11.76
94.0,62,0.9,0.86,53.32,5.25
50.83,479,24.9,4.45,2131.55,10.04
107.3,308,23.7,8.5,2618.0,2.3
130.42,445,7.8,6.16,2741.2,7.85
119.18,296,21.3,2.93,867.28,0.77
15.55,166,6.5,4.21,698.86,6.18
77.27,171,1.3,7.07,1208.97,1.59
24.69,63,6.1,9.73,612.99,7.39
43.89,147,5.4,8.93,1312.71,6.61
148.13,484,10.2,3.43,1660.12,6.94
29.95,306,12.6,9.98,3053.88,1.16
79.84,161,15.3,0.05,8.05,5.74
96.54,141,14.4,0.29,40.89,11.47
108.35,334,8.2,8.24,2752.16,5.85
88.35,97,1.0,2.0,194.0,10.87
11.37,446,18.2,0.62,276.52,5.86
55.7,221,11.9,2.38,525.98,6.64
82.48,43,9.0,4.27,183.61,8.68
22.3,433,26.0,7.31,3165.23,14.28
59.09,292,22.4,6.25,1825.0,2.08
14.65,378,25.7,2.38,899.64,0.98
21.0,108,14.9,5.04,544.32,9.32
65.57,266,4.0,9.26,2463.16,14.26
28.58,95,20.9,8.15,774.25,14.85
89.46,262,6.3,3.24,848.88,7.52
106.53,313,13.3,9.82,3073.66,7.29
122.08,385,2.0,7.09,2729.65,9.85
38.02,71,24.8,0.63,44.73,8.56
33.45,442,3.9,0.36,159.12,9.69
24.64,219,27.1,1.69,370.11,13.17
99.1,21,25.9,7.28,152.88,11.32
108.91,92,14.0,1.85,170.2,7.7
14.42,127,22.4,5.12,650.24,7.2
141.07,80,18.6,0.94,75.2,9.77
17.28,312,24.1,9.21,2873.52,7.11
85.78,238,13.0,3.45,821.1,7.14
109.27,471,23.6,9.08,4276.68,0.74
131.94,372,13.9,9.45,3515.4,3.02
109.97,404,28.2,0.07,28.28,7.58
122.24,486,14.6,4.65,2259.9,12.43
57.52,182,13.9,0.26,47.32,4.54
124.08,25,23.6,9.09,227.25,8.08
21.22,156,24.7,5.19,809.64,5.5
135.27,5,16.7,0.76,3.8,2.02
86.66,120,5.5,1.11,133.2,14.4
124.42,277,14.1,3.84,1063.68,12.89
73.32,18,29.0,9.4,169.2,1.64
100.1,431,22.6,6.93,2986.83,10.94
83.7,198,24.4,8.68,1718.64,5.54
112.42,57,1.1,3.67,209.19,14.93
21.43,93,14.1,0.44,40.92,4.88
18.45,19,19.4,9.74,185.06,3.96
44.59,384,24.9,0.18,69.12,8.73
32.34,353,1.6,9.48,3346.44,12.61
132.05,193,25.6,3.69,712.17,3.29
40.69,237,16.5,0.11,26.07,10.79
146.62,387,6.0,6.89,2666.43,1.39
57.17,426,9.6,9.81,4179.06,13.82
35.5,277,8.5,9.66,2675.82,1.68
120.56,227,16.0,1.62,367.74,13.76
102.22,233,1.6,1.82,424.06,7.62
79.75,40,4.8,5.66,226.4,7.0
87.75,323,24.4,6.38,2060.74,14.61
110.69,153,4.1,7.4,1132.2,14.86
41.98,127,7.1,1.82,231.14,9.93
149.49,237,13.7,9.59,2272.83,2.34
146.47,486,15.6,6.39,3105.54,7.84
101.05,493,22.9,8.47,4175.71,8.17
37.94,55,13.5,5.41,297.55,7.96
105.23,468,23.7,4.15,1942.2,8.76
20.11,436,18.6,9.77,4259.72,0.77
14.29,172,3.5,5.83,1002.76,10.81
46.08,109,4.8,8.67,945.03,10.83
74.77,354,13.2,9.53,3373.62,2.17
131.56,469,12.0,6.76,3170.44,8.77
111.8,184,22.3,5.49,1010.16,8.74
113.98,439,17.5,0.05,21.95,10.4
69.57,368,11.7,0.41,150.88,1.74
58.43,471,5.2,2.02,951.42,9.58
61.95,198,6.9,1.87,370.26,4.57
148.27,371,17.3,2.56,949.76,7.85
15.62,373,12.8,3.06,1141.38,11.71
131.38,461,15.5,3.61,1664.21,10.73
91.01,497,5.2,4.21,2092.37,2.22
71.41,87,19.9,1.0,87.0,9.07
111.54,201,25.6,0.43,86.43,14.55
78.13,337,7.8,6.74,2271.38,2.77
132.28,322,14.8,5.38,1732.36,12.87
136.1,275,29.3,4.45,1223.75,10.69
69.04,211,10.1,6.35,1339.85,11.72
48.76,391,17.9,8.28,3237.48,4.59
92.93,118,2.8,4.28,505.04,4.67
137.73,191,18.2,6.41,1224.31,13.64
39.49,42,2.8,9.54,400.68,5.72
97.22,42,28.8,8.4,352.8,1.41
98.42,315,21.5,4.27,1345.05,9.21
112.64,276,23.7,6.45,1780.2,2.31
28.42,329,21.2,1.78,585.62,12.05
110.22,17,17.7,5.61,95.37,9.81
137.26,283,13.6,9.81,2776.23,13.18
35.16,431,25.8,5.19,2236.89,11.88
43.26,258,28.7,9.28,2394.24,2.13
146.0,63,15.0,4.08,257.04,6.03
35.34,62,28.0,9.99,619.38,11.73
129.61,100,17.5,5.8,580.0,6.55
78.92,19,16.2,0.43,8.17,14.6
44.61,17,13.7,5.87,99.79,11.17
131.9,325,6.4,2.75,893.75,0.72
72.34,423,0.2,0.33,139.59,13.26
82.07,466,7.3,8.21,3825.86,1.96
60.29,373,15.3,2.76,1029.48,2.54
93.01,246,11.5,7.97,1960.62,11.15
32.89,251,13.5,2.89,725.39,13.04
64.75,455,29.4,1.95,887.25,8.28
145.72,81,10.6,9.74,788.94,4.69
46.14,39,13.6,3.62,141.18,5.59
101.94,36,4.1,6.02,216.72,5.47
55.53,424,1.5,6.1,2586.4,5.24
118.29,429,23.3,5.61,2406.69,4.02
28.32,388,17.2,9.15,3550.2,9.33
145.77,486,22.8,6.75,3280.5,13.56
73.53,409,4.6,4.04,1652.36,4.95
43.05,197,17.2,8.63,1700.11,3.21
20.29,158,7.7,1.82,287.56,12.66
33.77,204,6.9,5.45,1111.8,11.26
82.77,196,0.4,9.51,1863.96,14.0
57.18,216,4.0,6.26,1352.16,2.9
126.04,285,9.3,8.17,2328.45,2.59
70.32,457,3.6,6.54,2988.78,8.35
44.82,196,29.6,8.4,1646.4,9.41
96.4,307,9.3,9.45,2901.15,7.46
108.95,152,4.0,2.74,416.48,9.19
33.39,14,6.1,1.7,23.8,3.12
33.47,325,17.7,4.85,1576.25,7.45
15.13,146,2.0,7.02,1024.92,10.04
113.1,426,25.9,2.28,971.28,6.77
102.93,57,28.8,0.05,2.85,10.35
76.45,211,7.5,3.44,725.84,7.04
128.18,268,13.6,9.69,2596.92,5.34
122.79,210,0.8,6.95,1459.5,4.9
91.95,17,19.3,4.02,68.34,6.46
131.56,286,12.5,1.93,551.98,0.83
38.82,344,8.2,3.57,1228.08,10.19
25.67,203,6.3,1.71,347.13,12.75
47.76,99,19.7,1.07,105.93,5.64
17.99,279,12.5,9.07,2530.53,1.17
84.36,209,5.5,9.98,2085.82,14.81
141.12,129,20.7,1.65,212.85,4.32
15.51,335,17.0,0.55,184.25,2.34
27.1,288,25.8,3.3,950.4,5.86
73.31,252,3.6,4.62,1164.24,11.21
140.74,265,23.6,2.06,545.9,4.76
54.26,271,20.2,3.02,818.42,8.83
81.01,412,3.5,2.02,832.24,6.53
15.82,408,20.9,7.74,3157.92,2.21
30.77,188,13.3,7.13,1340.44,5.29
148.13,419,28.4,6.35,2660.65,11.01
145.12,214,4.3,3.88,830.32,9.37
10.69,283,19.3,9.09,2572.47,2.24
143.25,211,11.5,9.7,2046.7,2.87
99.48,365,28.7,1.74,635.1,9.79
131.51,76,10.0,2.24,170.24,12.29
73.66,148,28.9,5.26,778.48,5.57
82.18,321,27.1,0.92,295.32,9.13
78.44,213,8.2,4.37,930.81,2.97
103.36,433,24.1,5.82,2520.06,5.01
29.55,109,29.9,5.23,570.07,0.79
14.2,129,7.7,3.32,428.28,11.64
53.11,10,13.2,5.43,54.3,6.31
108.66,47,15.7,9.59,450.73,12.33
38.26,379,8.9,2.07,784.53,10.77
104.28,315,0.6,6.55,2063.25,12.52
145.79,96,6.7,0.44,42.24,4.64
23.15,446,8.5,0.67,298.82,3.18
104.16,103,13.4,5.52,568.56,14.59
72.13,380,5.2,1.06,402.8,10.9
131.54,342,26.2,0.23,78.66,12.59
34.8,146,21.2,1.72,251.12,0.69
106.97,368,2.6,5.65,2079.2,5.64
127.34,430,19.5,7.04,3027.2,11.27
142.25,416,19.6,2.03,844.48,1.63
105.65,27,28.7,6.69,180.63,8.73
79.6,220,0.2,1.83,402.6,6.72
96.5,18,7.5,6.14,110.52,0.76
131.65,167,27.8,4.13,689.71,3.92
89.89,433,28.0,6.54,2831.82,4.63
14.25,477,21.6,9.95,4746.15,2.12
140.33,82,23.0,9.38,769.16,9.66
106.53,428,2.8,0.05,21.4,4.01
104.71,72,15.5,8.86,637.92,4.53
40.19,310,7.0,0.67,207.7,13.52
102.24,479,5.5,9.53,4564.87,7.27
65.14,254,24.3,2.83,718.82,6.19
101.17,162,4.1,3.83,620.46,11.0
24.92,327,14.1,0.93,304.11,13.69
102.1,420,28.2,1.13,474.6,0.86
149.92,402,5.7,7.27,2922.54,7.0
16.75,38,29.3,9.44,358.72,9.36
146.8,443,29.8,6.11,2706.73,5.12
66.97,393,16.7,7.16,2813.88,11.7
131.91,201,5.2,7.62,1531.62,14.59
119.53,494,9.6,2.64,1304.16,14.18
89.38,200,12.8,0.46,92.0,4.36
113.38,255,9.3,0.03,7.65,3.78
132.99,179,8.5,3.51,628.29,14.38
66.58,35,29.2,2.42,84.7,7.15
55.78,82,4.7,0.63,51.66,3.52
103.46,389,22.0,1.8,700.2,10.75
123.1,398,0.1,1.25,497.5,4.62
116.72,220,17.9,9.15,2013.0,4.38
121.69,158,27.5,1.41,222.78,13.25
70.98,4,8.7,5.38,21.52,2.86
124.5,167,5.6,5.94,991.98,1.43
26.83,468,19.6,5.44,2545.92,4.4
86.23,448,21.4,1.0,448.0,9.3
10.81,409,20.7,3.19,1304.71,2.28
55.44,412,9.6,0.52,214.24,7.34
61.3,204,7.6,3.96,807.84,9.6
65.46,194,28.7,1.89,366.66,12.81
107.37,235,27.7,5.62,1320.7,3.83
64.4,206,13.8,6.93,1427.58,12.35
72.82,150,25.4,5.33,799.5,3.91
43.26,159,13.6,4.35,691.65,10.31
62.26,279,12.8,3.88,1082.52,6.74
41.82,304,4.8,8.42,2559.68,2.16
20.25,404,12.8,2.2,888.8,10.86
94.48,381,16.2,7.34,2796.54,3.66
103.55,166,0.8,7.58,1258.28,3.06
96.73,311,13.4,4.2,1306.2,5.7
74.89,68,23.5,2.98,202.64,9.97
63.17,463,20.4,4.71,2180.73,3.89
130.87,88,19.1,0.94,82.72,3.16
82.67,217,27.3,0.47,101.99,0.64
77.09,1,0.6,1.12,1.12,7.34
13.59,135,16.8,1.88,253.8,6.72
57.77,185,23.6,5.05,934.25,3.89
63.23,351,16.3,8.49,2979.99,1.28
65.84,140,9.8,2.36,330.4,6.72
91.22,106,4.2,9.35,991.1,11.93
84.7,133,26.6,9.55,1270.15,10.87
95.11,108,14.2,9.59,1035.72,12.98
117.08,178,26.4,8.38,1491.64,0.64
123.82,298,17.6,3.64,1084.72,14.51
110.54,358,20.3,0.74,264.92,5.45
143.77,380,24.1,5.69,2162.2,14.86
12.55,396,19.8,5.59,2213.64,4.16
37.41,359,12.0,8.5,3051.5,7.34
11.06,146,15.5,9.96,1454.16,5.63
100.65,450,24.1,5.09,2290.5,5.66
135.72,74,11.3,3.46,256.04,12.71
44.09,463,11.7,1.87,865.81,11.32
139.78,478,3.0,0.06,28.68,14.89
18.44,108,27.4,5.1,550.8,9.4
140.82,122,2.8,5.56,678.32,7.22
59.23,17,19.5,8.25,140.25,1.81
24.2,196,12.5,5.05,989.8,14.95
78.02,327,12.2,9.17,2998.59,8.5
45.95,318,20.4,6.28,1997.04,10.66
49.88,297,2.1,8.4,2494.8,6.4
53.02,479,17.9,1.49,713.71,8.44
122.42,499,23.2,8.55,4266.45,14.17
85.48,252,24.9,6.75,1701.0,2.91
53.58,487,5.2,1.71,832.77,4.74
95.45,119,26.9,1.91,227.29,2.7
110.26,162,19.7,9.27,1501.74,11.99
48.17,198,26.5,0.33,65.34,1.4
67.9,498,14.6,4.63,2305.74,1.68
27.06,486,16.3,3.14,1526.04,4.83
35.36,45,27.6,6.65,299.25,7.96
105.36,314,27.0,8.4,2637.6,6.39
35.4,179,13.5,3.61,646.19,1.15
83.52,382,8.3,4.27,1631.14,14.38
109.27,418,11.9,9.82,4104.76,14.32
24.96,44,11.7,7.84,344.96,4.55
89.42,271,8.7,8.97,2430.87,11.11
45.92,78,8.1,4.39,342.42,8.89
144.81,326,25.8,2.35,766.1,3.94
77.7,178,2.2,4.12,733.36,4.3
122.84,357,20.4,7.16,2556.12,7.62
87.03,498,5.3,1.1,547.8,6.58
16.08,416,10.4,2.71,1127.36,4.72
98.64,451,1.9,0.48,216.48,12.21
143.2,3,8.2,4.33,12.99,7.48
94.23,214,23.1,8.28,1771.92,10.0
124.69,342,26.6,0.26,88.92,3.24
133.79,74,6.7,6.76,500.24,8.24
41.93,51,14.0,9.33,475.83,5.11
39.69,67,14.2,2.38,159.46,8.13
95.54,332,26.2,6.94,2304.08,11.82
67.54,93,22.9,9.75,906.75,11.65
127.58,176,15.4,9.62,1693.12,5.64
136.0,145,20.2,2.36,342.2,10.57
59.48,7,25.4,1.01,7.07,14.15
43.16,269,0.4,1.49,400.81,9.57
119.27,376,12.1,7.02,2639.52,2.65
48.47,322,27.2,7.26,2337.72,10.36
125.17,4,22.2,6.75,27.0,2.02
69.32,138,16.3,3.37,465.06,13.15
103.46,231,15.9,1.71,395.01,7.99
23.37,88,10.5,5.81,511.28,6.08
97.34,17,15.7,4.84,82.28,1.33
73.25,52,19.7,7.29,379.08,6.02
92.13,134,12.6,4.42,592.28,13.6
33.52,211,21.5,3.39,715.29,0.8
113.16,325,25.9,2.94,955.5,7.38
130.79,480,4.7,2.12,1017.6,14.0
40.34,458,13.6,2.66,1218.28,6.23
23.4,393,12.3,0.96,377.28,6.71
13.31,219,20.7,3.48,762.12,8.89
99.88,205,7.6,0.38,77.9,7.21
94.99,211,19.2,1.87,394.57,2.94
86.54,277,26.3,7.47,2069.19,0.77
42.47,24,12.6,3.26,78.24,9.34
64.73,486,27.3,6.69,3251.34,13.85
93.23,4,29.8,7.17,28.68,2.04
79.55,152,3.3,5.82,884.64,3.56
148.29,443,7.1,9.59,4248.37,5.87
29.1,483,28.5,0.22,106.26,12.23
107.32,259,28.8,7.39,1914.01,4.4
66.6,324,3.0,9.59,3107.16,13.29
69.95,357,0.5,8.62,3077.34,1.3
110.46,168,4.9,1.69,283.92,14.14
106.94,176,29.9,3.27,575.52,8.63
148.78,310,5.5,1.73,536.3,10.05
27.98,291,15.1,6.02,1751.82,5.83
24.58,479,25.5,7.12,3410.48,11.84
111.41,56,0.7,3.18,178.08,2.92
90.97,108,18.2,5.4,583.2,1.21
48.38,473,8.4,6.91,3268.43,6.23
21.12,296,25.9,4.22,1249.12,12.88
21.99,461,8.6,8.54,3936.94,11.45
135.19,324,20.6,7.72,2501.28,8.0
36.86,302,20.3,0.66,199.32,8.8
55.27,334,6.7,6.22,2077.48,2.38
41.73,141,1.1,2.36,332.76,12.69
59.7,155,12.3,5.58,864.9,11.91
19.72,262,8.7,9.57,2507.34,10.02
82.67,273,24.3,8.79,2399.67,7.26
19.47,420,24.0,4.05,1701.0,14.48
122.05,232,13.8,2.92,677.44,13.25
42.72,241,18.2,2.35,566.35,9.84
85.6,355,18.2,5.33,1892.15,5.89
133.21,337,24.8,1.15,387.55,9.46
101.12,489,12.8,5.5,2689.5,8.84
84.61,258,8.3,0.02,5.16,6.22
55.41,249,8.0,3.25,809.25,4.95
56.62,77,16.1,2.21,170.17,6.4
103.73,180,13.5,9.71,1747.8,8.82
149.18,66,13.3,7.28,480.48,6.71
102.66,308,2.8,3.5,1078.0,4.32
88.09,348,21.6,0.94,327.12,11.53
112.29,171,6.5,5.17,884.07,8.21
75.13,474,6.0,2.14,1014.36,1.48
18.42,22,12.4,5.37,118.14,5.84
88.72,367,6.9,8.36,3068.12,13.33
144.07,107,17.6,6.16,659.12,11.45
34.54,439,11.2,6.34,2783.26,5.19
106.6,323,13.5,5.41,1747.43,14.1
38.13,227,16.2,9.27,2104.29,1.61
85.02,444,6.2,9.32,4138.08,14.44
23.53,442,4.8,5.13,2267.46,4.06
73.05,396,26.4,3.06,1211.76,0.63
115.86,216,13.1,4.6,993.6,6.79
58.66,69,12.4,1.87,129.03,5.71
103.09,84,1.2,6.37,535.08,8.32
121.36,103,15.0,5.01,516.03,12.05
139.8,39,16.7,1.04,40.56,12.72
42.85,13,16.8,1.98,25.74,6.32
65.9,297,21.2,4.8,1425.6,6.73
31.34,313,5.4,8.88,2779.44,2.65
148.95,181,7.6,5.67,1026.27,1.19
139.78,493,24.3,6.82,3362.26,9.8
85.59,268,28.4,3.4,911.2,1.43
127.88,13,4.2,5.72,74.36,11.14
82.93,120,15.0,4.48,537.6,8.32
97.3,458,6.5,6.59,3018.22,3.38
22.48,353,1.9,0.52,183.56,8.32
115.74,57,9.8,4.94,281.58,3.15
27.88,40,4.4,2.97,118.8,6.86
125.65,374,21.3,3.27,1222.98,12.09
119.48,336,16.1,9.61,3228.96,7.2
109.22,128,4.4,1.84,235.52,2.66
15.06,173,0.4,3.12,539.76,11.0
52.44,35,24.3,5.1,178.5,3.21
46.84,259,5.4,8.63,2235.17,11.21
60.42,376,18.2,4.17,1567.92,7.45
22.27,5,10.2,7.44,37.2,7.08
141.17,218,17.6,8.57,1868.26,12.85
87.53,11,9.5,3.11,34.21,10.77
52.77,382,2.7,3.93,1501.26,0.98
65.58,327,6.8,3.57,1167.39,4.79
72.61,117,5.7,8.33,974.61,13.13
94.08,184,12.9,0.45,82.8,0.77
82.2,394,19.8,3.09,1217.46,8.41
138.71,362,8.0,6.8,2461.6,11.05
79.57,116,0.5,5.66,656.56,9.52
148.9,162,15.6,4.37,707.94,11.53
129.2,67,18.2,5.4,361.8,11.02
39.19,200,28.9,1.98,396.0,10.53
140.28,31,17.7,4.31,133.61,12.41
26.29,75,14.2,5.02,376.5,9.86
124.44,237,17.2,9.01,2135.37,6.34
63.29,327,27.8,2.62,856.74,7.34
132.92,493,24.9,8.68,4279.24,10.89
131.53,66,9.8,6.45,425.7,13.21
122.83,70,7.2,0.21,14.7,4.45
120.6,297,8.0,7.25,2153.25,5.46
52.66,447,15.2,0.37,165.39,14.0
21.33,416,22.3,9.97,4147.52,8.89
66.42,20,15.1,8.73,174.6,3.09
34.29,441,2.1,2.98,1314.18,10.12
107.29,226,21.7,2.58,583.08,14.87
58.45,434,24.2,3.82,1657.88,12.44
146.59,464,8.8,3.57,1656.48,11.31
99.74,409,20.0,3.73,1525.57,3.52
125.15,396,12.9,3.19,1263.24,13.2
28.55,199,26.7,6.22,1237.78,8.12
130.68,39,25.4,1.65,64.35,13.39
139.19,145,15.8,8.46,1226.7,5.28
78.19,45,20.8,8.13,365.85,1.4
94.88,395,26.5,4.77,1884.15,7.4
117.07,326,14.9,8.53,2780.78,4.41
34.48,381,9.5,2.48,944.88,10.87
80.36,407,22.6,0.19,77.33,14.38
65.81,91,6.7,6.2,564.2,10.52
30.49,238,11.7,4.58,1090.04,13.36
61.45,70,26.0,5.68,397.6,7.07
19.54,166,21.8,8.99,1492.34,11.69
13.61,130,12.2,9.7,1261.0,12.72
28.92,214,6.5,6.35,1358.9,10.81
144.84,340,10.7,7.64,2597.6,7.86
86.93,89,8.6,0.85,75.65,9.58
145.22,335,5.4,1.62,542.7,10.66
70.55,252,22.3,7.33,1847.16,4.17
53.65,369,7.6,4.32,1594.08,12.24
80.86,349,13.7,4.47,1560.03,14.28
71.53,72,11.6,3.09,222.48,7.25
24.79,165,29.5,6.08,1003.2,10.67
99.72,49,11.8,1.86,91.14,11.19
40.25,52,2.5,6.27,326.04,10.1
96.74,289,2.8,1.75,505.75,8.43
101.03,278,17.8,0.65,180.7,13.28
31.28,114,18.0,3.31,377.34,7.01
18.59,239,12.6,2.32,554.48,1.39
119.31,133,13.0,8.89,1182.37,12.75
74.37,487,1.7,0.56,272.72,10.27
18.14,274,15.5,1.77,484.98,12.81
149.28,166,15.2,5.49,911.34,2.51
18.09,374,4.6,4.82,1802.68,0.95
107.3,373,3.2,0.47,175.31,14.05
147.72,293,3.8,0.08,23.44,2.64
43.49,478,3.1,9.88,4722.64,12.24
29.91,243,18.3,6.59,1601.37,12.44
26.99,479,6.0,3.66,1753.14,10.78
52.46,320,7.6,4.71,1507.2,2.4
24.15,138,5.3,2.67,368.46,10.18
106.9,79,28.7,3.46,273.34,13.39
18.72,170,25.7,6.49,1103.3,6.67
81.32,123,7.0,8.83,1086.09,6.5
149.54,176,9.9,1.85,325.6,6.92
123.96,300,6.4,8.41,2523.0,1.69
96.13,82,14.8,1.22,100.04,13.43
52.88,87,0.7,2.16,187.92,13.1
97.35,225,20.2,0.38,85.5,14.97
83.79,16,15.7,1.42,22.72,8.99
69.65,310,27.0,9.17,2842.7,11.39
28.3,358,5.0,4.6,1646.8,3.44
134.12,163,24.1,0.79,128.77,10.18
72.97,98,23.8,9.6,940.8,9.92
37.25,156,3.9,8.79,1371.24,13.57
61.49,2,12.0,7.55,15.1,12.55
67.98,350,5.2,9.34,3269.0,14.11
125.86,397,7.7,2.21,877.37,13.1
112.71,169,8.0,8.37,1414.53,13.1
117.7,464,16.7,6.9,3201.6,1.42
11.54,315,12.4,8.7,2740.5,12.77
68.26,325,28.4,7.97,2590.25,9.31
77.39,375,3.9,3.47,1301.25,6.02
12.69,92,29.2,7.75,713.0,1.32
46.37,181,7.0,2.63,476.03,10.33
116.44,231,23.2,3.29,759.99,5.26
29.2,301,10.2,1.09,328.09,7.28
84.94,148,4.4,9.35,1383.8,10.39
40.13,280,25.8,2.92,817.6,13.72
11.7,189,9.3,5.21,984.69,12.47
43.77,347,19.8,3.92,1360.24,7.03
146.62,350,17.0,9.6,3360.0,6.12
122.22,314,14.2,3.36,1055.04,3.98
144.34,493,14.9,7.79,3840.47,5.9
78.3,411,22.0,8.56,3518.16,2.11
25.36,410,2.7,4.36,1787.6,14.58
86.71,128,20.1,3.79,485.12,8.82
73.61,7,26.9,7.48,52.36,2.35
128.21,426,1.8,9.13,3889.38,5.62
23.73,47,4.3,7.55,354.85,8.43
78.35,53,21.5,2.28,120.84,8.23
31.01,187,13.2,8.88,1660.56,1.01
55.45,38,12.2,3.88,147.44,14.29
113.23,453,4.2,5.77,2613.81,4.49
76.64,471,15.3,8.32,3918.72,0.73
62.62,476,3.9,1.89,899.64,1.61
65.23,226,14.4,7.85,1774.1,8.91
74.32,53,22.9,5.97,316.41,2.5
119.9,399,7.8,8.93,3563.07,1.11
134.89,224,14.5,1.73,387.52,6.0
143.75,154,29.8,4.21,648.34,9.53
120.17,48,20.6,8.33,399.84,2.12
54.16,351,25.3,0.2,70.2,5.04
106.34,147,12.5,1.13,166.11,6.56
71.26,393,23.1,9.91,3894.63,2.81
45.65,64,1.3,2.81,179.84,7.84
127.72,349,3.8,9.76,3406.24,1.74
15.38,182,6.2,1.83,333.06,1.17
136.25,125,12.1,3.62,452.5,8.04
74.61,179,25.4,7.53,1347.87,4.09
99.21,39,10.5,6.58,256.62,1.88
102.31,260,19.7,5.82,1513.2,6.65
135.32,382,21.3,5.3,2024.6,13.77
99.13,3,17.6,8.44,25.32,11.0
95.95,64,10.8,2.36,151.04,12.33
19.33,29,17.4,4.43,128.47,13.14
82.58,372,10.3,1.56,580.32,14.6
31.02,11,2.6,5.96,65.56,11.57
113.24,97,29.8,2.51,243.47,9.32
81.71,358,3.9,3.35,1199.3,5.8
105.23,442,2.3,4.72,2086.24,3.13
15.83,203,26.4,0.28,56.84,10.46
21.87,411,9.1,0.93,382.23,14.93
110.29,481,19.5,6.86,3299.66,7.28
20.09,21,9.9,4.3,90.3,10.99
19.98,39,11.8,8.65,337.35,7.68
11.7,223,7.9,6.95,1549.85,6.76
143.91,102,10.4,0.09,9.18,6.45
113.25,46,12.4,6.17,283.82,7.82
59.46,66,21.6,0.95,62.7,5.82
51.51,91,15.4,7.81,710.71,11.36
58.96,164,28.3,9.92,1626.88,13.18
118.45,459,1.4,5.32,2441.88,13.3
102.59,111,15.1,6.83,758.13,3.8
35.93,338,17.6,2.38,804.44,13.49
34.38,123,27.6,4.38,538.74,5.45
23.78,193,1.6,8.56,1652.08,4.98
102.44,447,17.2,1.68,750.96,11.04
117.01,99,25.6,2.66,263.34,4.92
47.11,291,7.3,4.46,1297.86,1.27
12.93,159,26.3,7.13,1133.67,5.92
21.5,412,0.7,3.77,1553.24,10.96
145.5,103,22.0,9.28,955.84,5.24
51.36,385,28.0,0.95,365.75,9.63
117.69,281,19.8,3.71,1042.51,10.07
97.45,43,13.2,7.09,304.87,11.14
63.47,486,1.4,2.27,1103.22,13.51
38.8,84,27.6,6.57,551.88,6.77
26.99,451,14.2,1.65,744.15,2.91
96.1,191,1.0,0.57,108.87,5.12
118.45,51,20.7,1.22,62.22,6.77
100.15,386,14.5,9.3,3589.8,10.85
84.24,210,3.8,5.52,1159.2,0.69
15.87,126,6.5,7.97,1004.22,5.08
145.59,492,2.0,3.33,1638.36,11.81
121.82,448,17.3,5.93,2656.64,10.23
51.0,458,18.7,4.95,2267.1,11.11
147.2,69,15.2,9.46,652.74,12.27
94.26,265,24.5,7.48,1982.2,11.86
91.54,258,25.8,7.31,1885.98,10.39
114.73,418,18.5,0.47,196.46,6.88
123.65,188,0.5,5.5,1034.0,14.76
101.91,230,20.9,4.68,1076.4,8.75
27.93,189,12.6,9.28,1753.92,3.44
57.36,415,17.0,2.58,1070.7,4.75
139.93,10,19.5,2.71,27.1,10.56
41.45,114,10.6,4.12,469.68,13.91
62.1,76,27.5,2.44,185.44,3.09
70.49,164,4.1,1.3,213.2,1.69
71.52,85,20.2,8.58,729.3,13.28
95.81,49,0.2,5.59,273.91,13.77
142.03,495,27.7,8.62,4266.9,4.51
43.7,326,3.5,8.31,2709.06,5.97
27.01,496,2.9,2.83,1403.68,10.07
37.65,177,10.1,5.48,969.96,5.28
134.17,387,11.3,0.84,325.08,13.22
100.41,458,6.5,9.15,4190.7,2.06
50.03,389,17.6,4.05,1575.45,1.05
124.23,494,13.3,3.94,1946.36,3.52
130.59,218,1.1,3.03,660.54,4.65
128.51,189,9.7,4.61,871.29,2.14
138.65,469,24.3,2.53,1186.57,1.45
45.31,493,20.7,3.75,1848.75,11.46
115.71,346,21.8,8.0,2768.0,2.88
74.48,230,21.0,8.34,1918.2,13.75
127.88,255,9.4,3.05,777.75,5.84
111.99,236,3.1,4.7,1109.2,10.22
